cui,preferred_name,semantic_types,token,frequency
C0923902,Pharyngeal venous plexus,bpoc,Pharyngeal venous plexus,1
C0521367,Oropharyngeal,blor,Oropharyngeal,1
C0227170,Structure of piriform recess,bsoj,Structure of piriform recess,1
C0229871,Lingual tonsil,bpoc,Lingual tonsil,1
C0501637,External laryngeal nerve,bpoc,External laryngeal nerve,1
C0441469,Picture,mnob,Picture,1
C1455761,Episodic,tmco,Episodic,1
C0040590,Tracheostomy procedure,topp,Tracheostomy procedure,1
C0396429,Cricothyroidotomy,topp,Cricothyroidotomy,1
C0542330,Joint mobilization,ortf,Joint mobilization,1
C0024890,Masticatory muscles,bpoc,Masticatory muscles,1
C0024695,Structure of mandibular nerve,bpoc,Structure of mandibular nerve,1
C0337095,Entrance,spco,Entrance,1
C0447210,Entire maxillary teeth,blor,Entire maxillary teeth,1
C0221208,Traumatic injection site,inpo,Traumatic injection site,1
C0011365,Dental Health Services,hlca,Dental Health Services,1
C0024687,Mandible,bpoc,Mandible,1
C0002932,Anesthetics,phsu,Anesthetics,1
C1533685,Injection procedure,topp,Injection procedure,1
C0229062,Structure of sphenopalatine ganglion,bpoc,Structure of sphenopalatine ganglion,1
C0459297,Vidian Nerve,bpoc,Vidian Nerve,1
C0226153,Structure of infraorbital artery,bpoc,Structure of infraorbital artery,1
C1511518,Copy Number Polymorphism,nusq,Copy Number Polymorphism,1
C0501384,Motor nerve,bpoc,Motor nerve,1
C0040995,Structure of trigeminal ganglion,bpoc,Structure of trigeminal ganglion,1
C0228740,Facial Nucleus,bpoc,Facial Nucleus,1
C0017406,Structure of geniculate ganglion,bpoc,Structure of geniculate ganglion,1
C0926784,Facial canal,bsoj,Facial canal,1
C0751941,Glossopharyngeal Nerve Disorder,dsyn,Glossopharyngeal Nerve Disorder,1
C0228767,Vagus nucleus,bpoc,Vagus nucleus,1
C0228791,Structure of accessory nerve nucleus,bpoc,Structure of accessory nerve nucleus,1
C0228802,Hypoglossal nerve nucleus,bpoc,Hypoglossal nerve nucleus,1
C0152181,Hypoglossal Nerve Disorder,dsyn,Hypoglossal Nerve Disorder,1
C0024876,Masseter muscle structure,bpoc,Masseter muscle structure,1
C0182098,Otoscopes,medd,Otoscopes,1
C0018777,Conductive hearing loss,dsyn,Conductive hearing loss,1
C0278245,Rinne test,diap,Rinne test,1
C0582525,weber,qnco,weber,1
C0445599,Roman numeral VIII,inpr,Roman numeral VIII,1
C0015491,factor IX,"aapp,bacs,phsu",factor IX,1
C0224153,Structure of sternocleidomastoid muscle,bpoc,Structure of sternocleidomastoid muscle,1
C0224361,Structure of trapezius muscle,bpoc,Structure of trapezius muscle,1
C1720296,Xi,inpr,Xi,1
C0677866,Brain Stem Neoplasms,neop,Brain Stem Neoplasms,1
C0270680,Posterior fossa compression syndrome,dsyn,Posterior fossa compression syndrome,1
C3873701,Control unit,mnob,Control unit,1
C0403645,Acontractile detrusor,fndg,Acontractile detrusor,1
C0017420,Genitalia,bpoc,Genitalia,1
C2350025,Physiological Stress Response,phsf,Physiological Stress Response,1
C0233532,Maladaptive behavior associated with physical illness,mobd,Maladaptive behavior associated with physical illness,1
C0949701,"Feedback, Biochemical",phpr,"Feedback, Biochemical",1
C0150788,Stress management,hlca,Stress management,1
C1275506,Imaging modality,ftcn,Imaging modality,1
C0442100,Infratemporal approach,spco,Infratemporal approach,1
C0446452,Region of nose,blor,Region of nose,1
C0001166,Acoustics,npop,Acoustics,1
C0228178,Gyrus of brain,bpoc,Gyrus of brain,1
C0739879,Fascial space,bsoj,Fascial space,1
C0230148,Anterior mediastinum,blor,Anterior mediastinum,1
C0227147,Structure of retropharyngeal area,bsoj,Structure of retropharyngeal area,1
C0029184,Orbital Fractures,inpo,Orbital Fractures,1
C0457357,Type of fracture,qlco,Type of fracture,1
C0271347,Cavernous sinus syndrome,dsyn,Cavernous sinus syndrome,1
C0007766,Intracranial Aneurysm,dsyn,Intracranial Aneurysm,1
C0038525,Subarachnoid Hemorrhage,dsyn,Subarachnoid Hemorrhage,1
C0596793,Intracranial hematoma,patf,Intracranial hematoma,1
C0393983,Hernia of cerebellar tonsil into foramen magnum,acab,Hernia of cerebellar tonsil into foramen magnum,1
C0235238,Cycloplegia,dsyn,Cycloplegia,1
C0005745,Blepharoptosis,dsyn,Blepharoptosis,1
C0039474,Temperament,menp,Temperament,1
C0205714,Infant Development,phsf,Infant Development,1
C0020119,Human Development,phsf,Human Development,1
C0422895,Primitive reflex,fndg,Primitive reflex,1
C0439234,year,tmco,year,1
C5200790,Flags,mnob,Flags,1
C0013712,Ego (personality),idcn,Ego (personality),1
C0424601,General development,fndg,General development,1
C0599196,Early childhood,tmco,Early childhood,1
C0037409,Social Development,socb,Social Development,1
C0086931,Risk Behavior,inbe,Risk Behavior,1
C0870101,Adolescent Development,fndg,Adolescent Development,1
C0446458,Triangle of neck,blor,Triangle of neck,1
C0332849,Divide,ftcn,Divide,1
C0445620,Brain part,blor,Brain part,1
C0011334,Dental caries,dsyn,Dental caries,1
C0024957,Maxillary Sinus,bsoj,Maxillary Sinus,1
C1299586,Has difficulty doing (qualifier value),fndg,Has difficulty doing (qualifier value),1
C0553836,Drainage of nasolacrimal duct,topp,Drainage of nasolacrimal duct,1
C0205127,Longitudinal,spco,Longitudinal,1
C0023050,Laryngeal cartilage,bpoc,Laryngeal cartilage,1
C0700597,Adulthood,tmco,Adulthood,1
C0027362,Human Age Group,aggp,Human Age Group,1
C0441777,Stage level 5,inpr,Stage level 5,1
C0030702,Client satisfaction,qlco,Client satisfaction,1
C0009454,Communication Barriers,idcn,Communication Barriers,1
C4505265,Treatment Adherence,inbe,Treatment Adherence,1
C0037051,Sick Role,socb,Sick Role,1
C0018687,Health behavior,inbe,Health behavior,1
C0026605,Motivation,menp,Motivation,1
C0204480,Psychiatric interview and evaluation,diap,Psychiatric interview and evaluation,1
C0438696,Suicidal,mobd,Suicidal,1
C2919103,Homicide (injury),inpo,Homicide (injury),1
C0234406,Spontaneous recovery of conditioned reflex,ortf,Spontaneous recovery of conditioned reflex,1
C1522240,Process,phpr,Process,1
C0009649,"Conditioning, Classical",menp,"Conditioning, Classical",1
C0026347,"Models, Psychological",inpr,"Models, Psychological",1
C0035007,Psychological reinforcement,menp,Psychological reinforcement,1
C0035008,Reinforcement Schedule,resa,Reinforcement Schedule,1
C0013220,Drug Tolerance,fndg,Drug Tolerance,1
C0235146,Euphoric mood,menp,Euphoric mood,1
C0683266,Reciprocal inhibition,topp,Reciprocal inhibition,1
C0004415,Aversive Therapy,topp,Aversive Therapy,1
C0233622,Ritual compulsion,mobd,Ritual compulsion,1
C0332482,Abnormal shape,anab,Abnormal shape,1
C0338656,Impaired cognition,mobd,Impaired cognition,1
C0031208,Personality,menp,Personality,1
C0003467,Anxiety,mobd,Anxiety,1
C0233547,Intrapsychic conflict,mobd,Intrapsychic conflict,1
C0015618,Family psychotherapy,topp,Family psychotherapy,1
C0033968,Psychotherapy,topp,Psychotherapy,1
C0015609,Family dynamics,socb,Family dynamics,1
C0237167,Language Barriers,fndg,Language Barriers,1
C0566217,Does ask questions,fndg,Does ask questions,1
C0035045,Religious Beliefs,idcn,Religious Beliefs,1
C0376335,fMRI,diap,fMRI,1
C0335076,Singer,prog,Singer,1
C0023715,Limbic System,bdsy,Limbic System,1
C0442650,Road,mnob,Road,1
C0023930,Lobotomy,topp,Lobotomy,1
C0546834,Visual evoked potential procedure,diap,Visual evoked potential procedure,1
C0456564,Gauges (qualifier value),spco,Gauges (qualifier value),1
C0033927,Psychopathology,bmod,Psychopathology,1
C2370884,Emotional Regulation,menp,Emotional Regulation,1
C0455212,Showing emotion,inbe,Showing emotion,1
C0014556,"Epilepsy, Temporal Lobe",dsyn,"Epilepsy, Temporal Lobe",1
C0152097,Disease of diaphragm,dsyn,Disease of diaphragm,1
C0544452,Disease remission,fndg,Disease remission,1
C0558208,Anxiety about treatment,fndg,Anxiety about treatment,1
C3837219,Hoarding Disorder,mobd,Hoarding Disorder,1
C0040953,Trichotillomania,mobd,Trichotillomania,1
C0015256,Excoriation,inpo,Excoriation,1
C0024630,Malingering,inbe,Malingering,1
C0600420,Proxy,grup,Proxy,1
C3203533,Psychological Trauma,mobd,Psychological Trauma,1
C0041696,Unipolar Depression,mobd,Unipolar Depression,1
C0026516,Mood (psychological function),menp,Mood (psychological function),1
C0007398,Catatonia,mobd,Catatonia,1
C0743072,"Depression, psychotic",mobd,"Depression, psychotic",1
C0439853,Congruent relationship,qlco,Congruent relationship,1
C1321310,Incongruous,qlco,Incongruous,1
C2936491,Peripartum Period,tmco,Peripartum Period,1
C0439601,Seasonal course,tmco,Seasonal course,1
C0013806,Electroconvulsive Therapy,topp,Electroconvulsive Therapy,1
C0872259,"Transcranial Magnetic Stimulation, Repetitive",topp,"Transcranial Magnetic Stimulation, Repetitive",1
C2350432,Vagus Nerve Stimulation,topp,Vagus Nerve Stimulation,1
C0870227,Brain stimulation,topp,Brain stimulation,1
C0439580,Synchronous,tmco,Synchronous,1
C4277730,Infradian Rhythm,orgf,Infradian Rhythm,1
C0005511,Biological Clocks,orgf,Biological Clocks,1
C0038866,Structure of suprachiasmatic nucleus,bpoc,Structure of suprachiasmatic nucleus,1
C0231311,Jet Lag Syndrome,dsyn,Jet Lag Syndrome,1
C0443158,Brain activity,phsf,Brain activity,1
C0037319,Sleep Stages,orgf,Sleep Stages,1
C0013819,Electroencephalography,diap,Electroencephalography,1
C0424522,Asleep,fndg,Asleep,1
C0442696,Waking,phsf,Waking,1
C0001288,Activities of Daily Living (activity),dora,Activities of Daily Living (activity),1
C0037316,Sleep Deprivation,fndg,Sleep Deprivation,1
C0162701,Polysomnography,diap,Polysomnography,1
C0234421,Conscious,menp,Conscious,1
C0228062,Reticular activating system,bdsy,Reticular activating system,1
C0585034,On waking-temporal period,tmco,On waking-temporal period,1
C0917808,Vegetative State,patf,Vegetative State,1
C0543874,"Apraxia, oculomotor, Cogan type",cgab,"Apraxia, oculomotor, Cogan type",1
C0006110,Brain Death,patf,Brain Death,1
C0017594,Glasgow coma scale,inpr,Glasgow coma scale,1
C0439611,Preliminary,tmco,Preliminary,1
C5243580,Cognitive Testing,diap,Cognitive Testing,1
C0449820,Score,qnco,Score,1
C0036866,Sex Characteristics,orga,Sex Characteristics,1
C0205220,Dimorphic,spco,Dimorphic,1
C0871189,Psychotic symptom,sosy,Psychotic symptom,1
C4064938,Illness anxiety disorder,mobd,Illness anxiety disorder,1
C0349746,Somatic delusion disorder,mobd,Somatic delusion disorder,1
C0009087,Cluster C personality disorder,mobd,Cluster C personality disorder,1
C0233849,Personality Traits,fndg,Personality Traits,1
C0033905,Psychological Tests (procedure),diap,Psychological Tests (procedure),1
C0008903,Taxonomic,ftcn,Taxonomic,1
C0149654,Conduct Disorder,mobd,Conduct Disorder,1
C0332453,Disruption,ftcn,Disruption,1
C0016142,Firesetting Behavior,mobd,Firesetting Behavior,1
C0022734,Kleptomania,mobd,Kleptomania,1
C0003824,Arson,socb,Arson,1
C0424345,Shoplifting,mobd,Shoplifting,1
C0557874,Global developmental delay,mobd,Global developmental delay,1
C0009460,Communication impairment,mobd,Communication impairment,1
C0023015,Language Disorders,mobd,Language Disorders,1
C1510586,Autism Spectrum Disorders,mobd,Autism Spectrum Disorders,1
C4042933,Specific Learning Disorder,mobd,Specific Learning Disorder,1
C0019564,Hippocampus (Brain),bpoc,Hippocampus (Brain),1
C0376338,"Diagnosis, Psychiatric",mobd,"Diagnosis, Psychiatric",1
C0205139,Hemispheric,spco,Hemispheric,1
C0234856,Speaking (activity),dora,Speaking (activity),1
C0003537,Aphasia,mobd,Aphasia,1
C0037789,Specific reading disorder,mobd,Specific reading disorder,1
C0447147,Vascular body,bpoc,Vascular body,1
C0752347,Lewy Body Disease,dsyn,Lewy Body Disease,1
C0011269,"Dementia, Vascular",dsyn,"Dementia, Vascular",1
C0935584,Executive Function,menp,Executive Function,1
C1273723,Brain region,blor,Brain region,1
C0589133,Verbal memory encoding,fndg,Verbal memory encoding,1
C0027902,Neuropsychological Tests,diap,Neuropsychological Tests,1
C0033797,Pseudodementia,mobd,Pseudodementia,1
C0542476,Forgetful,sosy,Forgetful,1
C0439857,Dependence,mobd,Dependence,1
C0278080,Physical addiction,mobd,Physical addiction,1
C0278079,Psychological Dependence,mobd,Psychological Dependence,1
C4505067,Addiction Medicine,bmod,Addiction Medicine,1
C0004745,Barbiturates,"orch,phsu",Barbiturates,1
C0001559,Inhalation Drug Administration,hlca,Inhalation Drug Administration,1
C3531755,Sedative withdrawal,fndg,Sedative withdrawal,1
C0036557,Sedatives,phsu,Sedatives,1
C0236663,Alcohol withdrawal syndrome,dsyn,Alcohol withdrawal syndrome,1
C0001973,"Alcoholic Intoxication, Chronic",mobd,"Alcoholic Intoxication, Chronic",1
C0202419,Methamphetamine Measurement,lbpr,Methamphetamine Measurement,1
C0086190,Illicit Drugs,hops,Illicit Drugs,1
C0011684,Designer Drugs,hops,Designer Drugs,1
C0150141,Bathing,topp,Bathing,1
C0813973,Medical Marijuana,phsu,Medical Marijuana,1
C0002933,"Anesthetics, Dissociative",phsu,"Anesthetics, Dissociative",1
C0029104,Opioid withdrawal,mobd,Opioid withdrawal,1
C0027415,Narcotics,"hops,phsu",Narcotics,1
C0524662,Opiate Addiction,mobd,Opiate Addiction,1
C0579142,Opiate Overdose,inpo,Opiate Overdose,1
C0150543,Detoxification procedure,topp,Detoxification procedure,1
C0204601,Drug rehabilitation procedure,topp,Drug rehabilitation procedure,1
C0449889,Drug used,ftcn,Drug used,1
C0034992,Rehabilitation aspects,ftcn,Rehabilitation aspects,1
C0016995,Gambling,inbe,Gambling,1
C1292724,Procedural approach,ftcn,Procedural approach,1
C0563151,Overgeneralization,fndg,Overgeneralization,1
C1955950,Cultural Competency,idcn,Cultural Competency,1
C0038272,Stereotyping,menp,Stereotyping,1
C0015034,Ethnomedicine,hlca,Ethnomedicine,1
C0459920,Abstract thinking ability,menp,Abstract thinking ability,1
C5392135,Physical Distancing,hlca,Physical Distancing,1
C0034386,Quarantine,topp,Quarantine,1
C0237463,Agencies,orgt,Agencies,1
C0018104,Government,orgt,Government,1
C0442519,Home environment,spco,Home environment,1
C0204727,Isolation procedure,topp,Isolation procedure,1
C0040594,Track (course),mnob,Track (course),1
C0034975,Registries,inpr,Registries,1
C0024492,Mail,mnob,Mail,1
C0332185,Recent,tmco,Recent,1
C0023741,Linguistics,ocdi,Linguistics,1
C3850087,Culturally Competent Care,hlca,Culturally Competent Care,1
C0010451,Cultural Evolution,hcpp,Cultural Evolution,1
C0424215,Sense of identity (observable entity),menp,Sense of identity (observable entity),1
C0026458,Monobactams,"antb,orch",Monobactams,1
C0030958,Peptidoglycan,"bacs,orch",Peptidoglycan,1
C0449778,Pattern of staining,spco,Pattern of staining,1
C0015852,Fermentation,moft,Fermentation,1
C0012683,Disinfection,topp,Disinfection,1
C0038280,Sterilization for infection control,hlca,Sterilization for infection control,1
C0441621,Sampling - Surgical action,diap,Sampling - Surgical action,1
C0439080,Ordinal number,inpr,Ordinal number,1
C0439361,cfu/mL,qnco,cfu/mL,1
C0449249,Growth rate,tmco,Growth rate,1
C0439157,counts,qnco,counts,1
C1610733,Urine - SpecimenType,bdsu,Urine - SpecimenType,1
C1956027,Salinity,lbtr,Salinity,1
C0205351,Proportional,qlco,Proportional,1
C0016694,Freedom,idcn,Freedom,1
C0029118,Opportunistic Infections,dsyn,Opportunistic Infections,1
C0563199,bacterial cell,bact,bacterial cell,1
C0015309,Exotoxins,hops,Exotoxins,1
C0887912,"Gene Transfer, Horizontal",genf,"Gene Transfer, Horizontal",1
C0026936,Mycoplasma Infections,dsyn,Mycoplasma Infections,1
C1295927,Rickettsia species,bact,Rickettsia species,1
C0022914,Lactams,"antb,orch",Lactams,1
C0237529,Self Confidence,menp,Self Confidence,1
C4517906,95,qnco,95,1
C0949333,Normality,qlco,Normality,1
C0018593,Haptens,imft,Haptens,1
C0565867,delivery method,topp,delivery method,1
C0376327,International Aspects,idcn,International Aspects,1
C0684079,Structure of body compartment,bsoj,Structure of body compartment,1
C1267793,Mononuclear phagocyte system,bdsy,Mononuclear phagocyte system,1
C0369715,Myelocytes,cell,Myelocytes,1
C0011306,Dendritic Cells,cell,Dendritic Cells,1
C0079141,Compact discs,mnob,Compact discs,1
C0033144,Primary Prevention,topp,Primary Prevention,1
C0679700,Tertiary Prevention,topp,Tertiary Prevention,1
C4277527,Preventive Care,bmod,Preventive Care,1
C0221191,Judge,prog,Judge,1
C0038208,Statistical Study,inpr,Statistical Study,1
C0178913,Blood specimen,bdsu,Blood specimen,1
C0449370,Sampling Method,inpr,Sampling Method,1
C0314761,Normal flora,fndg,Normal flora,1
C0600644,Collections (publication),inpr,Collections (publication),1
C3658216,Clinical Laboratory Services,hlca,Clinical Laboratory Services,1
C1720786,Antibiogram,lbpr,Antibiogram,1
C0427978,Minimum Inhibitory Concentration measurement,lbpr,Minimum Inhibitory Concentration measurement,1
C0065839,mecarzole,"hops,orch,phsu",mecarzole,1
C0201179,Antimicrobial susceptibility test (procedure),lbpr,Antimicrobial susceptibility test (procedure),1
C4505099,Antimicrobial Stewardship,hlca,Antimicrobial Stewardship,1
C0036588,Self,idcn,Self,1
C0023810,Lipopolysaccharides,orch,Lipopolysaccharides,1
C0526870,"MBL2 protein, human","aapp,bacs","MBL2 protein, human",1
C0034817,"Receptors, Immunologic","aapp,imft,rcpt","Receptors, Immunologic",1
C0085243,"Mice, Inbred NOD",mamm,"Mice, Inbred NOD",1
C0029122,Opsonin,"aapp,imft",Opsonin,1
C0398730,Phagocytic cell defect,dsyn,Phagocytic cell defect,1
C0022714,Kinins,"aapp,bacs",Kinins,1
C0376243,financial,qnco,financial,1
C0018720,Health Maintenance Organizations,"hcro,mnob",Health Maintenance Organizations,1
C0276653,Invasive Pulmonary Aspergillosis,dsyn,Invasive Pulmonary Aspergillosis,1
C0032956,Preferred Provider Organizations,"hcro,mnob",Preferred Provider Organizations,1
C0018721,Health Workforce,qnco,Health Workforce,1
C2700616,Workforce - population group,prog,Workforce - population group,1
C0026192,Minority Groups,popg,Minority Groups,1
C0020969,"Immunity, Innate",orga,"Immunity, Innate",1
C0021747,Interferons,"aapp,imft",Interferons,1
C0312755,Complement activation pathway,moft,Complement activation pathway,1
C0034793,Complement Receptor,"aapp,imft,rcpt",Complement Receptor,1
C1564892,Complement Inactivating Agents,"aapp,imft,phsu",Complement Inactivating Agents,1
C1844383,Recurrent bacterial infection,fndg,Recurrent bacterial infection,1
C1305959,Complement factor,imft,Complement factor,1
C0009541,Complement Fixation Tests,lbpr,Complement Fixation Tests,1
C0230040,Muzzle,bpoc,Muzzle,1
C0035787,ROC Curve,qnco,ROC Curve,1
C0525034,Diagnostic Techniques and Procedures,diap,Diagnostic Techniques and Procedures,1
C1827350,Inadequate healthcare,fndg,Inadequate healthcare,1
C0021672,Insurance,idcn,Insurance,1
C0016120,"Financing, Government",gora,"Financing, Government",1
C0025664,Methods aspects,ftcn,Methods aspects,1
C3494228,Healthcare Financing,idcn,Healthcare Financing,1
C1274022,Employer,prog,Employer,1
C0439787,Out (direction),spco,Out (direction),1
C0033175,Private Room,mnob,Private Room,1
C4551672,Medicare coverage,fndg,Medicare coverage,1
C0486379,B lymphocyte antigen,imft,B lymphocyte antigen,1
C0026383,Molecular Structure,mosq,Molecular Structure,1
C0175722,Clip,medd,Clip,1
C0063356,invariant chain,"aapp,imft",invariant chain,1
C0008976,Clinical Trials,resa,Clinical Trials,1
C1283828,intent,qlco,intent,1
C0543472,Outcome Studies,resa,Outcome Studies,1
C0600378,Rehabilitation Outcome,qlco,Rehabilitation Outcome,1
C0034037,Publishing,ocac,Publishing,1
C1137094,Risk Reduction,inbe,Risk Reduction,1
C1135957,Narration,socb,Narration,1
C1955832,Systematic Review,inpr,Systematic Review,1
C0920317,Meta Analysis (statistical procedure),resa,Meta Analysis (statistical procedure),1
C0086312,Forests,npop,Forests,1
C1518527,Observational Study,resa,Observational Study,1
C0019994,Hospitals,"hcro,mnob",Hospitals,1
C0010186,Financial cost,qnco,Financial cost,1
C0206597,Health Care Reform,gora,Health Care Reform,1
C0023981,Longitudinal Studies,resa,Longitudinal Studies,1
C0019665,Historical aspects qualifier,ftcn,Historical aspects qualifier,1
C0314648,Allotype,genf,Allotype,1
C0021013,Immunoglobulin Idiotypes,"aapp,imft",Immunoglobulin Idiotypes,1
C3714634,Biological Processes,biof,Biological Processes,1
C0009528,Complement Activation,moft,Complement Activation,1
C0003255,Antibody Affinity,moft,Antibody Affinity,1
C1699239,"IL7 protein, human","aapp,bacs","IL7 protein, human",1
C1741275,"AIRE protein, human","aapp,bacs","AIRE protein, human",1
C1273869,Intervention regimes,hlca,Intervention regimes,1
C0314633,Allelic exclusion,genf,Allelic exclusion,1
C0003319,Antigenic Variation,moft,Antigenic Variation,1
C0242808,Pliability,qlco,Pliability,1
C0282491,Structure of germinal center of lymph node,tisu,Structure of germinal center of lymph node,1
C1136182,Antigenic Diversity,moft,Antigenic Diversity,1
C0034379,Quality of Health Care,hlca,Quality of Health Care,1
C0376531,Medical Errors,qlco,Medical Errors,1
C0175675,Standards of Weights and Measures,qlco,Standards of Weights and Measures,1
C3849995,Health Information Exchange,hlca,Health Information Exchange,1
C2362543,Electronic Health Records,inpr,Electronic Health Records,1
C1135927,"Immunity, Herd",phsf,"Immunity, Herd",1
C4045992,Safety Culture,qlco,Safety Culture,1
C1510440,organizational structure qualifier,ocac,organizational structure qualifier,1
C0086246,science of ergonomics,ocdi,science of ergonomics,1
C2936612,Quality Improvement,ocac,Quality Improvement,1
C1268456,Viral Components,celc,Viral Components,1
C0243052,Virus Physiological Phenomena,npop,Virus Physiological Phenomena,1
C0008955,Clinical Clerkship,edac,Clinical Clerkship,1
C0013631,"Education, Medical",edac,"Education, Medical",1
C0035201,Resources,idcn,Resources,1
C2717802,Viral Structures,anst,Viral Structures,1
C0699040,Cell surface,celc,Cell surface,1
C0205321,Penetration,ftcn,Penetration,1
C0042736,Viral Proteins,"aapp,bacs",Viral Proteins,1
C0205087,Late,tmco,Late,1
C1136256,ICD Codes,inpr,ICD Codes,1
C0205848,Death Rate,qnco,Death Rate,1
C1704458,Top (position),spco,Top (position),1
C0018576,Disabled Persons,podg,Disabled Persons,1
C0580931,In care (finding),fndg,In care (finding),1
C2364135,Discomfort,sosy,Discomfort,1
C0443302,Several,qnco,Several,1
C0205450,Four,qnco,Four,1
C0517225,Comfort level,fndg,Comfort level,1
C3178847,Genome Size,qnco,Genome Size,1
C0950093,"Enterovirus C, Human",virs,"Enterovirus C, Human",1
C0035366,Retroviridae,virs,Retroviridae,1
C0206435,poliovirus,virs,poliovirus,1
C0441843,Group I (alphabetic group),inpr,Group I (alphabetic group),1
C0206558,Simplexvirus,virs,Simplexvirus,1
C0032868,Poxviridae,virs,Poxviridae,1
C0012923,DNA Viruses,virs,DNA Viruses,1
C0035691,RNA Viruses,virs,RNA Viruses,1
C0020138,Human Rights,idcn,Human Rights,1
C4704840,Personal Respect,inbe,Personal Respect,1
C0030498,Parasites,euka,Parasites,1
C0030504,Parasitology - branch of biology,ocdi,Parasitology - branch of biology,1
C0021585,Insecta,euka,Insecta,1
C0013850,Electronic,idcn,Electronic,1
C0542351,Battery (assault),inpo,Battery (assault),1
C0086750,Outcomes Research,resa,Outcomes Research,1
C0030768,Peer Review,hlca,Peer Review,1
C0376298,Consensus,socb,Consensus,1
C0543414,Tobacco use,inbe,Tobacco use,1
C0233514,Abnormal behavior,mobd,Abnormal behavior,1
C0037433,Social Responsibility,idcn,Social Responsibility,1
C0035173,Research Personnel,prog,Research Personnel,1
C0035170,Research and Development,resa,Research and Development,1
C0005540,Biomedical Research,resa,Biomedical Research,1
C0949694,Fungal Components,fngs,Fungal Components,1
C1562222,Dimorphic Fungus,fngs,Dimorphic Fungus,1
C0369241,Filamentous fungus,fngs,Filamentous fungus,1
C0043393,Yeasts,fngs,Yeasts,1
C0003308,Antifungal Agents,phsu,Antifungal Agents,1
C0026538,Morbidity - disease rate,qnco,Morbidity - disease rate,1
C0080048,Privacy,fndg,Privacy,1
C0037778,Medical Specialities,bmod,Medical Specialities,1
C1368221,Litigation finding,fndg,Litigation finding,1
C0033613,Protective Agents,phsu,Protective Agents,1
C0016263,Flow Cytometry,lbpr,Flow Cytometry,1
C0020985,Immunoblotting,lbpr,Immunoblotting,1
C0079603,Immunofluorescence assay,lbpr,Immunofluorescence assay,1
C0005863,Western Blotting,lbpr,Western Blotting,1
C0008550,Chromatography,lbpr,Chromatography,1
C1642401,% precipitation,qnco,% precipitation,1
C0001801,agglutination,moft,agglutination,1
C0430292,Immunofixation (procedure),lbpr,Immunofixation (procedure),1
C4042908,Seroconversion,npop,Seroconversion,1
C0007578,Cell Adhesion Molecules,"aapp,bacs",Cell Adhesion Molecules,1
C0003324,Differentiation Antigens,imft,Differentiation Antigens,1
C1675724,"FASLG protein, human","aapp,bacs","FASLG protein, human",1
C0031188,Persian language,lang,Persian language,1
C0814851,"Ethics, Research",idcn,"Ethics, Research",1
C0032671,Population Growth,qnco,Population Growth,1
C2371710,Air Quality,qlco,Air Quality,1
C0012652,Disease Outbreaks,phpr,Disease Outbreaks,1
C0162365,"Ethics, Clinical",idcn,"Ethics, Clinical",1
C0457242,square metres,qnco,square metres,1
C0312740,Immune effector cell,cell,Immune effector cell,1
C0312737,Immunologic cell,cell,Immunologic cell,1
C0206120,Clonal Anergy,celf,Clonal Anergy,1
C0242270,Compassion,socb,Compassion,1
C0004897,Ursidae Family,mamm,Ursidae Family,1
C0015219,Biological Evolution,genf,Biological Evolution,1
C1135938,Codes of Ethics,inpr,Codes of Ethics,1
C0040302,titanium,elii,titanium,1
C0301850,B cell antibody,"aapp,imft",B cell antibody,1
C0391483,"Fc receptor, neonatal","aapp,rcpt","Fc receptor, neonatal",1
C0443146,Autoimmune reaction,patf,Autoimmune reaction,1
C1654934,Immune Evasion,orgf,Immune Evasion,1
C2004457,Artificial (qualifier value),qlco,Artificial (qualifier value),1
C0040555,Toxoids,"imft,phsu",Toxoids,1
C0887895,"Vaccines, Acellular","imft,phsu","Vaccines, Acellular",1
C1634625,% live,qlco,% live,1
C4277552,Moral Status,idcn,Moral Status,1
C0026532,Morals,idcn,Morals,1
C0349410,Single organ dysfunction,sosy,Single organ dysfunction,1
C1285530,Palliative,qlco,Palliative,1
C0454664,Country,geoa,Country,1
C0220868,Legal Aspects,rnlw,Legal Aspects,1
C0022423,Judgment,menp,Judgment,1
C0554244,Maker (occupation),prog,Maker (occupation),1
C3532482,Hypersensitivity process,patf,Hypersensitivity process,1
C0449568,Antigen type,inpr,Antigen type,1
C0009961,Coombs Test,lbpr,Coombs Test,1
C0017243,Gel,bodm,Gel,1
C0020523,Immediate hypersensitivity,patf,Immediate hypersensitivity,1
C0430561,Skin prick test,diap,Skin prick test,1
C0304497,Cytotoxic agent (product),phsu,Cytotoxic agent (product),1
C1820377,type II cellular hypersensitivity,patf,type II cellular hypersensitivity,1
C0702053,RhoGAM,"aapp,imft,phsu",RhoGAM,1
C0020522,Delayed Hypersensitivity,patf,Delayed Hypersensitivity,1
C0023150,Rules of conduct,rnlw,Rules of conduct,1
C0290627,Reliance resin cement,bodm,Reliance resin cement,1
C2936643,Standard of Care,hlca,Standard of Care,1
C4277662,Independent Medical Evaluation,hlca,Independent Medical Evaluation,1
C0009818,Consultation,hlca,Consultation,1
C0376696,Environmental Medicine,bmod,Environmental Medicine,1
C2717766,Therapeutic Misconception,menp,Therapeutic Misconception,1
C0041734,United States Public Health Service,hcro,United States Public Health Service,1
C0949559,Beginning of Life,idcn,Beginning of Life,1
C0009637,Conception,orgf,Conception,1
C0332284,Arising in,qlco,Arising in,1
